Time,Sales Rank,New Price,List Price
"25/08/2024, 21:50:30","218","19.58","34.99"
"26/08/2024, 00:51:11","229","19.58","34.99"
"26/08/2024, 03:52:04","252","19.58","34.99"
"26/08/2024, 06:52:44","280","19.58","34.99"
"26/08/2024, 09:53:48","303","19.58","34.99"
"26/08/2024, 13:02:31","318","19.58","34.99"
"26/08/2024, 16:17:35","320","19.58","34.99"
"26/08/2024, 23:03:40","302","19.58","34.99"
"27/08/2024, 02:04:12","273","19.58","34.99"
"27/08/2024, 08:05:46","240","19.58","34.99"
"27/08/2024, 11:06:36","257","19.58","34.99"
"27/08/2024, 14:24:44","259","19.58","34.99"
"27/08/2024, 20:58:21","246","19.58","34.99"
"28/08/2024, 03:06:05","214","19.58","34.99"
"28/08/2024, 06:06:48","226","19.58","34.99"
"28/08/2024, 15:32:10","187","19.58","34.99"
"28/08/2024, 21:48:56","145","19.58","34.99"
"29/08/2024, 03:50:26","122","19.58","34.99"
"29/08/2024, 06:51:08","128","19.58","34.99"
"29/08/2024, 09:52:38","136","19.58","34.99"
"29/08/2024, 12:57:16","134","19.58","34.99"
"30/08/2024, 01:24:27","138","19.58","34.99"
"30/08/2024, 04:25:05","151","19.58","34.99"
"30/08/2024, 07:25:52","150","19.58","34.99"
"30/08/2024, 19:43:18","107","19.58","34.99"
"30/08/2024, 22:45:19","112","19.58","34.99"
"31/08/2024, 01:46:10","118","19.58","34.99"
"31/08/2024, 04:46:40","134","19.58","34.99"
"31/08/2024, 07:47:25","128","19.58","34.99"
"31/08/2024, 13:49:16","125","19.58","34.99"
"31/08/2024, 16:50:18","124","19.58","34.99"
"31/08/2024, 19:51:14","125","19.58","34.99"
"31/08/2024, 22:52:12","123","19.58","34.99"
"01/09/2024, 01:53:03","80","19.58","34.99"
"01/09/2024, 04:53:39","75","19.58","34.99"
"01/09/2024, 07:54:31","78","19.58","34.99"
"01/09/2024, 10:55:24","82","19.58","34.99"
"01/09/2024, 13:56:34","84","19.58","34.99"
"01/09/2024, 16:58:31","83","19.58","34.99"
"01/09/2024, 19:59:46","56","19.58","34.99"
"01/09/2024, 23:00:49","57","19.58","34.99"
"02/09/2024, 02:01:23","39","19.58","34.99"
"02/09/2024, 08:02:53","37","19.58","34.99"
"02/09/2024, 11:03:32","35","19.58","34.99"
"02/09/2024, 17:09:42","36","19.58","34.99"
"02/09/2024, 20:15:53","37","19.58","34.99"
"02/09/2024, 23:25:38","14","19.58","34.99"
"03/09/2024, 02:26:10","16","19.58","34.99"
"03/09/2024, 08:27:53","21","19.58","34.99"
"03/09/2024, 11:40:00","22","19.58","34.99"
"03/09/2024, 15:04:42","25","19.58","34.99"
"03/09/2024, 18:28:04","24","19.58","34.99"
"04/09/2024, 01:50:39","32","19.58","34.99"
"04/09/2024, 04:51:08","35","19.58","34.99"
"04/09/2024, 07:51:43","40","19.58","34.99"
"04/09/2024, 10:52:28","36","19.58","34.99"
"04/09/2024, 14:04:28","38","19.58","34.99"
"04/09/2024, 17:30:42","41","19.58","34.99"
"04/09/2024, 20:48:05","40","19.58","34.99"
"04/09/2024, 23:50:37","44","19.58","34.99"
"05/09/2024, 02:51:13","49","19.58","34.99"
"05/09/2024, 05:52:05","44","19.58","34.99"
"05/09/2024, 11:53:42","43","19.58","34.99"
"06/09/2024, 03:03:42","47","19.58","34.99"
"06/09/2024, 06:04:08","42","19.58","34.99"
"06/09/2024, 09:04:58","39","19.58","34.99"
"06/09/2024, 15:21:25","40","19.58","34.99"
"07/09/2024, 00:44:46","37","19.58","34.99"
"07/09/2024, 07:25:06","38","19.58","34.99"
"07/09/2024, 10:25:49","35","19.58","34.99"
"07/09/2024, 19:36:12","34","19.58","34.99"
"07/09/2024, 22:42:58","33","19.58","34.99"
"08/09/2024, 01:52:12","35","19.58","34.99"
"08/09/2024, 08:10:07","37","19.58","34.99"
"08/09/2024, 11:10:35","36","19.58","34.99"
"08/09/2024, 17:12:13","35","19.58","34.99"
"08/09/2024, 23:24:17","29","19.58","34.99"
"09/09/2024, 02:30:53","26","19.58","34.99"
"09/09/2024, 05:43:11","27","19.58","34.99"
"09/09/2024, 11:44:25","29","19.58","34.99"
"09/09/2024, 14:45:15","33","19.58","34.99"
"09/09/2024, 21:00:31","30","19.58","34.99"
"10/09/2024, 00:09:42","32","19.58","34.99"
"10/09/2024, 03:23:18","34","19.58","34.99"
"10/09/2024, 06:39:55","33","19.58","34.99"
"10/09/2024, 09:40:27","35","19.58","34.99"
"10/09/2024, 12:41:17","37","19.58","34.99"
"10/09/2024, 15:42:04","39","19.58","34.99"
"10/09/2024, 18:42:48","37","19.58","34.99"
"10/09/2024, 21:57:18","33","19.58","34.99"
"11/09/2024, 01:05:13","39","19.58","34.99"
"11/09/2024, 04:18:19","41","19.58","34.99"
"11/09/2024, 07:25:55","40","19.58","34.99"
"11/09/2024, 10:26:26","42","19.58","34.99"
"11/09/2024, 15:10:14","41","19.58","34.99"
"11/09/2024, 18:45:00","40","19.58","34.99"
"11/09/2024, 22:04:37","42","19.58","34.99"
"12/09/2024, 08:10:47","46","19.58","34.99"
"12/09/2024, 20:22:28","47","19.58","34.99"
"12/09/2024, 23:57:30","53","19.58","34.99"
"13/09/2024, 02:58:13","59","19.58","34.99"
"13/09/2024, 06:13:59","56","19.58","34.99"
"13/09/2024, 09:16:14","66","18.99","34.99"
"13/09/2024, 12:17:06","67","18.99","34.99"
"13/09/2024, 18:18:21","63","19.58","34.99"
"13/09/2024, 21:29:49","66","19.58","34.99"
"14/09/2024, 00:45:24","40","19.58","34.99"
"14/09/2024, 06:55:21","60","19.58","34.99"
"14/09/2024, 09:59:54","66","19.58","34.99"
"14/09/2024, 13:00:12","71","19.58","34.99"
"14/09/2024, 16:00:43","69","18.99","34.99"
"14/09/2024, 19:01:30","72","18.99","34.99"
"14/09/2024, 22:06:45","78","18.99","34.99"
"15/09/2024, 04:13:26","66","18.99","34.99"
"15/09/2024, 10:18:29","61","19.58","34.99"
"15/09/2024, 13:19:04","65","19.58","34.99"
"15/09/2024, 19:20:35","71","18.99","34.99"
"16/09/2024, 01:27:51","77","18.99","34.99"
"16/09/2024, 04:28:39","82","18.99","34.99"
"16/09/2024, 10:31:18","81","18.99","34.99"
"16/09/2024, 13:32:05","72","18.99","34.99"
"16/09/2024, 16:32:40","70","18.99","34.99"
"16/09/2024, 22:45:15","80","18.99","34.99"
"17/09/2024, 01:57:15","90","18.99","34.99"
"17/09/2024, 05:04:33","94","18.99","34.99"
"17/09/2024, 08:26:28","88","18.99","34.99"
"17/09/2024, 11:36:13","80","18.99","34.99"
"17/09/2024, 14:38:01","76","18.99","34.99"
"17/09/2024, 17:38:43","75","18.99","34.99"
"17/09/2024, 20:51:04","77","18.99","34.99"
"18/09/2024, 00:24:34","88","18.99","34.99"
